トマ＞うん、一貫性の無さでマイナスだわな？ 例えばね。トマを例に出すと、クララ・ペタは狼陣営。これは確定。 なぜなら、自分は何者か？ってのは、揺らぐことのない確定情報だ。村がどんな判断を下そうが、君視点ではトーマスは真占い師。 でも、君の発言はこの前提が、前置きなしに吹っ飛ぶんだよ。仮初めの話をするのでもなく、いきなり客観視点が入る。自分の話をしてるのに。 それもひとつの発言の中でね。 ,210
【私は幽霊見えないのです】 >>201ぁぅ。3−2もあるよってこと？あんまり頭になかった。 樵>>198あー・・・分かんなくなっちゃった。無警戒な真の可能性。少なくともトマ真には傾いてないので真なら気合入れるのよ。 青>>205（ヨアヒムがサボろうとしてる。いけないんだ） ヨアヒムのスロースターターは急速150kmから始まるってお父さんが言ってた。★トマの事どう思う？ ,211
んで、新しく生やしとく。wwwwwwww トーマスが余り経験が無いっていう考えなのは同意だし>>205と言えるのは混乱を招くのを防ぐ様に見えて？好印象だな。 ただ、RPを背負おうとして〜は、>>198では村騙りの懸念を木こりの旦那はしてんだよな。・・・RPだけのせいなのか？一先ず、その良く分かんないの木こりの旦那には止めて欲しい。 妙>>184☆いや占候補の書はそういう懸念残した方が良いだろうっ ,212
だから肩の力抜けよっていってるんよー。 疑われようが何しようが、占い師を名乗るなら胸を張れ。 お前がお前を信用せんでどーすると。 あふん。喉ぐぁー ま、能力で報いてくれぃ。色々言ったケド、ちゃんとすべてを踏まえて僕は平等に見るよん。 あと、トマはもーちょい喉大事にな。 リズ＞なんて無責任なこというとーちゃんだ！ トマなー。独りワルツって哀しくね？みたいな。これ真偽問わず村のサポ要る。主に真ケア ,213
すまんな、おらよぐわかんねっていつも言われるんだ がんばるだよ ,214
旅>>206 んー？無いぞ？普通にその間は覗いてなかっただけだ パン屋とシスターの非霊のこと言ってるなら、トーマスの占いＣＯ回り待ちだっただけだ。 ,215
とりあえず占3COとレジの霊CO確認　私は【非霊】 パッと見とりあえずペタが黒視されているようね・・・ でも、ペタが短時間でCOしたことから独断で騙りをしていると見られる点、その後の周りからの刺しに対するはっちゃけっぷりからすると狂＞＞真＞狼かしら。 でも、印象ならまず真には見えないかな もう少し議事を詳しく読みたいわ・・・ ともかく、ペタは真ならもう少し落ち着きなさい ,216
て事、回した事とは別な（早めに回したのは狼に相談時間与えたく無い） あと、俺は全然妙に共感出来ねーんだが・・・。俺に同意なら直ぐにCOするだろうし夜明けは直ぐに居なくなっちまうし。★何処に共感・どの突込みが良い感じだと思ったんだ？ リアルタイムで居た俺としては初動は遅かったな 白取れる奴は女将ぐれぇだったが霊か、確定するよなー 羊が夜明け前に居たのに遅くね？と思ったんだが気にするだけに止めとく ,217
あ、ニコ。あとリズ宛追加。 トマ、多分これ実体験に基づいた発言じゃないよ。 知識として村騙りの存在を知ってはいるけど、実際に体験したわけではない。あったとしても、精々一度きり。 借り物だと思う。そういう発言をした占い師を見たか、文献を読んだ。 慣れてない以前に、そこに熱がないんだ。何が怖いとか、面倒だとか無しに、テンプレとして村騙りなら撤回しろといってる。 多分ね。それ込で見てやってちょ。 ,218
リナちゃんは性格要素を対話で消化した上で、なお残る村／狼特有の感情の現れかたみたいのを読み取っていくタイプなのかな。 ★羊　合ってる？ 一見黒要素、偽要素に見えそうな発言を性格分析を通してもなお黒いのかどうか、判断を慎重にしていきたいように見える。 潤滑油的な働きをしようと動いてる点はすなおに微白いと思えるし、狼ならＳＧつくりに困りそうなタイプ。 ここは今日は占不要でいいように思う。 ,219
>>218おおお、それは多分そのとおりなんだと思う。なんとなく話が食い違ってるような感じがしたから。 ☆旅>>217 >>165の一番下とか。それから夜明け後すぐ発言するべきだ。とか霊COは滞りなく回すべきだ。っていうのはそこまで重要性を見いだせないかなー。狼の相談時間って言っても、んー？って感じなの。 ,220
あと、トマスがボロをだしたようだけれど周りもその一点だけに熱くなりすぎだと思う 私は　ペタ狂　クラ狼　遅らせトマス真の視点でも注視していくことにする でも、灰も含めて帰ってきてからもう一度詳しい考察をしたいわ ざっと読みで深入りしすぎちゃった、ごめんなさい ,221
青>>>218 其処まで分かるもん？ニートじゃなくてエスパーなの？ ・・・ん、考慮して見てみる。 者>>215 木こりの旦那待ちか、了解。 妙>>220　話し聞いているとどっちかつーと非共感の方が多くね？共感いっこしかねーの？ 陣形早く確定した方が良いし、霊CO回ってるのに待つ意味が分からねーぞ。 なんか面白いネタを〜って思ったが時間もねえや。またな。 ,222
★オト　>>179　霊潜伏（許容）派割りといたし、非霊回しもう少し待とうとは思わなかったの？ ★ヨア　>>213　トマ偽でもサポいるってどういう意味？ ★パメ>>221　トマスのボロっていうのは対抗が狼２人っていうのが狼の視点もれっていう意味？ ここまでの暫定評価 人っぽい：羊 一歩下がって人っぽい：旅青 何とも言えない：修妙娘 やや重い注視枠：者屋農 夜明け前後は立ち合い可だよ。また夜に@12 ,223
>>222待つというか、陣形はいつか確定するしそこまで焦る意味がわからないというのが私の意見。そうだね。あの頃はペタにしか目がいってなかったし、それに関しては共感をもてたの。 喉がもう半分なので私はちょっと休んでても良い。 ,224
【3-1確認】 樵お兄ちゃんも占い師だったのか。 僕は狼探しには自信が無いけど占い結果には自信があるんだ。 だから皆には占い結果で判断して欲しいね。 相互占いって意味あるの？ 自分視点では対抗は敵側なんだし、灰中の狼ほったらかしでいいの？ 僕は灰を占いたいな。 ふいんき的に僕は頼りないけど斑吊ってレジおばちゃんに確認してもらえばきっと判ってもらえると思うんだ。 ,225
ぽっぽー。夕鳩。 クララ＞真ケア。偽でも、ではない。真偽問わず。 真だと思うからサポートでも、偽だと思うけどサポートでも無くて、「真偽問わず」。偽がサポ貰えなくて自滅とかメシウマだけど、真に潰れられちゃ困るでしょ？ あと、パメラ。 大丈夫、村はちゃんと、虚像じゃなくて実像のトーマスを見てる。判断しようとしてるよ。本人置き去りの議論は得てして虚像を産むけど、それもまだ無い。大丈夫。 ,226
年>>225 お姉さん、な？ ペタはひたすら占い割れるの前提になんだねえ…。 ☆妙>>182者>>185 具体的に挙げれるとこは無いね、隙があるのなら挙げれるけど、特に無い部分てのは難しいかな。 まあ悪くいうと教科書通りって奴で、スキル的な部分だし、個人的にはあまり真要素には見ないけどね。 ,227
豆腐屋さんの夜は遅い。 今日も半額の肉を買ってきて、俺様の手で美味しくなりやがれヒャッハー！と叫びながらジュウジュウ焼いてくれるんだ。あとは麦ジュースでぐいーっとな。 豆の仕込みは小人さんが一晩でやってくれます。 ★＞トーマス ひとつ聞かしてくれ。何人、占いたい？ >>223 クララ 回避めんどｒｙ　流れ見て騙るの決めたりできて、狼の動き広げてやるだけじゃね？ ,228
わからんワロタ 占い師ばっか見てないでもっと灰見ろよもっと熱くなれよ。 >>194 カタリナ 全体的に、何か小さいトゲみたいな雰囲気感じねぇ？ これ共有できてたらウマイ。 ,229
俺の賢い鳩を飛ばすぜ オットー、わからんワロタ >>229★何が分からない？ つーか灰見ろと言うならお前が率先して見てみたらどうだ？ ★共有が出来たら何がウマいんだ？ 樵への質問と言い、独特な観点を持ってそうだな。 >>all そう言えば、皆何処に占い吊りは当てる？ ☆俺は、占いは分からないとこ。 ,230
吊りは黒いとこだぜ。 今のままだとオットーは占い候補にぽぃっだな。 今のとこ、ヨアは占要らないんじゃねーかな。樵の問題発言で場が騒然となってたとこでの>>205を評価してる。村なら潤滑油として活躍してくれるんじゃねえーか。 ただ、見直してみて・・・、年書がRCOが真狂ぽいよなって言うのもあり、樵の>>187の「ペーターさんとクララさんには疑いの念を〜本当に村人なら〜」って素直な俺には視点漏れに見 ,231
直してみて・・・、年書がRCOが真狂ぽいよなって言うのもあり、樵の>>187の「ペーターさんとクララさんには疑いの念を〜本当に村人なら〜」って素直な俺には視点漏れに見えて樵狼じゃねえの？って思った。 ヨア、どーだろ？勿論今後も発言見てくけどな。 悪ぃけど、誰かCO表作ってくれねーか？ 鳩からだと上手くいかなくて・・・、悪いな。 女将が確定したら決定時間とか宜しく頼むぜ！** ,232
すまんワロタ。わからんとこ占うって、何がわからんのよ。 いや、言わんとしてる事はわかるが。多分似たような感じよ。 ぶっちゃけ、一言でこいつ村っぽ！って取れる事あったりしねぇ？ そういうのがここまで無かったんな。 もひとつ。村の雰囲気ってあると思うんよ。同じ空気を感じ取れるってのは目線も似る。一番見極めやすいとこだかんな。 ,233
＼贄年司旅青宿物小農羊娘屋尼樵 占×○○××××××××××○ 霊×××××○××未××××× 1人足りなくて3分ぐらい悩んだ。 ニコラスだった。パン返せ。 ニコラス、ディーター、ヨアヒムはとりあえずいいかね。妙に目立っちまった占い師のいる中でも、他へもしっかり目線が行ってる。 ねる。 ,234
悪い。クララに注視されてる枠としては発言せにゃならんのだが、今日はこれ以上参加出来ん。夜明けも立ち会えん。灰考察も簡単なものにして明日落とす。 処遇は任せる。決定も自動了解だ。 ホントにすまんな。明日は0時には確実にいるし考察も落としていくつもりだ。では退席。 ,235
ニコ>>237リザ>>196 それ本当に視点モレでしょか？ トマ狼だとして対抗の内訳［白・白］デスー。 その［白・白］の中に真占い師が入ってる事はほぼ間違いないデス。 赤ログでも真占い師誰ダロ？みたいな会話がハジマッてそうデス。 そんな中、トマ狼が>>187で『本当に村人さんなら』とか言えるんでショカ？ 少し遅れて>>190みたいな発言しててソコでトマ氏の単独臭感じマシタデス。 ,236
>>226　ヨア 今一意味が掴めなませんケド「もしもトマさんが真」だった場合の事を考えてのサポと受けとっていいカシラ？それなら納得デス。 >>211 リザ 3-2もある事を頭に入れてなかったのですね？了解シマスタ。 カタ>>164で3-2の陣形についての考察がありますがリザさん読みました？ ニコさんが>>212でも質問してるけど【非霊】回さなかったのは何で？ お答えがマダなようデス。 ,237
トマ>>202 狼２匹ではなくて狼１人、狂人１人の間違いだったのですね？了解シマシタ。 狼２匹と書いてあったので狼２騙りを考えているものと感じマシタデス。 トマ>>188 占い方法ですが、みんなで決めてくれーとありますが。 大分受け身ですね。 トマさんご自身はどの様にしたいか、聞かせて貰えまセンカ？ ,238
ニコ>>230 占…黒っぽい所、判断でき無さそうな灰 吊…黒っぽい所 ですわね。 ,239
>>237私は３−２なんてあんまり無いと思ってるんだけどあんまり分かってもらえないかな。議事には目を通してるけど自分の中ではその可能性はあんまり入ってなかった感じ？ お答えももうしてるので是非読んで下さい。意図的に回さなかったわけじゃないよ。忘れてた。>>220>>224 ,240
それ重要視する意味が全然わからないんだよねー。いや、わからないわけじゃないけど 狼だから作戦時間欲しい。 狼だからこそ早くCOして溶け込もうとする。 どっちもあると思う。だからこそ私はCOタイミングなんていつでもいいと思う。 ★なんでCOタイミング遅いと気になっちゃうの？狼が早くCOするとは考えない？ ,241
>>240　リザさん 意図的に回さなかったのではなくて、忘れてたでヨロシイですか？ 他の議論（ペタさんの事）で気にとられて、うっかりし忘れてたと解釈していいですか？ >>220>>224のアンカ先の内容を読みましたが、 そのような内容に思えたマシタので。 ,242
>>240 リザ ええ…普通は占３COだと霊確定しそうです。 私はそう思いマスので。 しかし、この村は少人数村なので。 >>164の最下段のような展開もアリかもしれないなと。 リザさんの考えはわかりました。有難うゴザイマス。 ,243
