,ans,text,id
53,1.0,■2.3COなら潜伏もあり,155
54,1.0,■3.お任せ,155
55,1.0,■4.統一安全,155
56,1.0,【ペーターとクララの占COを見た】【非占】,156
57,1.0,■1.確能≧確白＞多数決,156
58,1.0,■2.FOが好みだが霊潜伏も嫌いではない,156
59,1.0,ただし、後者は2dの更新付近に全員が居られるという条件付きでだが,156
60,1.0,■3.もし霊潜伏するなら占霊両方回避,156
61,1.0,狩は本人に任せる,156
62,1.0,個人的に吊りは回避してほしいと思っている,156
63,1.0,■4.統一が好きだが少々占や陣形を見てみたい,156
64,1.0,【書占確認】,157
65,1.0,でも僕の占いの方がよく当たるよ,157
66,1.0,■1.確霊か確白,157
67,1.0,■2.FO,157
68,1.0,■3.各自お任せ,157
69,1.0,■4.統一希望,157
70,1.0,議題ありがとう,158
71,1.0,■1.確定村側,158
72,1.0,■2.占２ＣＯならＦＯ、３ＣＯなら霊潜伏を視野に入れつつ霊の判断でお願いしたいな,158
73,1.0,３ＣＯでも潜伏しんどければ出てきてくれていい,158
74,1.0,■3.霊潜伏なら霊は占吊回避で,158
75,1.0,狩人は吊り回避で,158
76,1.0,■4.初日は統一が無難かな,158
77,1.0,自由でもわたしは対応可能,158
78,1.0,あと当然【非霊,158
79,1.0,撤回もないよ】,158
80,1.0,今一つ動きが遅いね,158
81,1.0,初動の要素少ないのは少し辛いな,158
82,1.0,■1.確能>確白>多数決,159
83,1.0,■2.わからんパス,159
84,1.0,■3.自己判断で,159
85,1.0,■4.陣形による,159
86,1.0,14人だと何か変わるんかな、村二人凸死と思ってフルメンと変わらん感じでいいんかな,159
87,1.0,あ、そっか,160
88,1.0,この時間更新じゃ俺は寝落ちするかもしれねーから霊潜伏に反対しとくな,160
89,1.0,っつーか、他の野郎も大分お寝坊さんみたいだな,160
90,1.0,起きたら非占・占回してくれよー,160
91,1.0,書>>158,160
92,1.0,★「非霊,160
93,1.0,撤回もないよ」ってどーして,160
94,1.0,今、する必要ねえんじゃないか,160
95,1.0,陣形確定しなさそうだから今夜は俺も寝るな〜,160
96,1.0,★旅>>150　占い潜伏ねーだろ,161
97,1.0,って誰かの発言に反応してるの,161
98,1.0,ちょっと趣旨が分からなかったので説明plz,161
99,1.0,14-13>11>9>7>5>3>1,161
100,1.0,６縄３狼１狂の奇数進行,161
101,1.0,フルメンよりは縄１本少ないけどまあ村それほど厳しい条件じゃないよ,161
102,1.0,村が自力で白くなっていけば普通に勝てる,161
103,1.0,☆旅>>160　細かいこと考える人にどうせ聞かれるから,161
104,1.0,～かも知れない、で無駄な思考負担させても仕方ないからね,161
105,1.0,【年書CO確認】【非占】,162
106,1.0,議題提示ありがとう、礼を言っておくわ,162
107,1.0,■1.確能＞確白,162
108,1.0,■2.基本はFO、3COなら霊の判断に,162
109,1.0,■3.お任せ,162
110,1.0,■4.統一,162
111,1.0,まだ起きてない人が4人もいるね,163
112,1.0,陣形が決まるのは明日かな,163
113,1.0,14人村だと16人村で1d吊失敗+GJなしと同じだからちょっと村厳しいね,163
114,1.0,でも僕が狼を占うからみんな安心してね,163
115,1.0,宿>>159,164
116,1.0,14→13＞11＞9＞7＞5＞3＞EP,164
117,1.0,吊り手6の人外4,164
118,1.0,フルメンから1手減だが人外数は変わらない、という感じで私は認識している,164
119,1.0,ふむ、先の議題回答に補足しておこうか,164
120,1.0,占2COならFO,164
121,1.0,初手霊ロラも選択肢だ,164
122,1.0,占3COなら霊潜伏も選択肢だが、2dで狼の霊回避があれば5COでラスト1手勝負になりうるのか,164
123,1.0,これは微妙だな,164
124,1.0,書>>161,165
125,1.0,☆女将>>148「占い先回しで良いんかね,165
126,1.0,」にだな,165
127,1.0,いや、占い師潜伏とかありえねーし俺先に回したぜ,165
128,1.0,んで、他も早く回せよって思って急かす形で言わせて貰ったな,165
129,1.0,あ、そう,165
130,1.0,霊スライドや村騙りの懸念が残した方が狼の方は困るんじゃね,165
131,1.0,って思ったんだけどよ,165
132,1.0,■4の自由でも〜から狼探しには自身があると見て良いんだな,165
133,1.0,逆に坊やは狼を占うから〜とか言いながら統一希望なんだな,165
134,1.0,どっちだよ,165
135,1.0,しかし、狼が素直に吊られてくれるかという話になるな,166
136,1.0,ふむ、フルメンの霊潜伏よりメリットが薄く感じるので、霊潜伏は反対寄りにしておこうか,166
137,1.0,更新時間の件もあるからな,166
138,1.0,年>>163,166
139,1.0,ほう、少年は狼を見つける自信があると取ってよいか,166
140,1.0,あとクララは初動の要素を重視するタイプだろうか,166
141,1.0,現時点で見えたものがあるか聞いていいか,166
142,1.0,年>>163,167
143,1.0,揚げ足取りになっちゃうけど、その説明占い能力が考慮されてなくてちょい印象ダウンだわ,167
144,1.0,対抗クラが強そうだから真なら頑張ってね,167
145,1.0,羊>>164,167
146,1.0,村不利になるのは流石にわかるんだけど、CO周り変わるんかな〜って思ったのよ,167
147,1.0,僕は狼探しには自信が無いよ,168
148,1.0,だから統一占い希望だよ,168
149,1.0,みんなが頑張って狼候補を探す,168
150,1.0,そして僕が狼を占う,168
151,1.0,それが占い師の仕事でしょ,168
152,1.0,だから自由占いになってもみんなの●○は欲しいよ,168
153,1.0,旅>>165　狼との相性にもよるね,169
154,1.0,ドス黒いところは察しが付くけど、初日から狼当てられる「自信があるか,169
155,1.0,」と言われれば、そんなもの無い,169
156,1.0,羊>>166　ニコラスは私とペタ君に早々に文句付けてくるあたり、前のめりな村っぽい感じがする,169
157,1.0,あとはレジさんは、>>148>>152あたりは要素にとらないけど、>>159から>>167の流れが本当にＣＯ周りをどうしたら村利に沿うのかって考えてる風で村目線,169
158,1.0,宿>>167　CO周りをメインとした疑問だったのか,170
159,1.0,すまない,170
160,1.0,では、今はどう思っている,170
161,1.0,　占はもう回っているが、霊に関してはどう考えている,170
162,1.0,年>>168　「僕が狼を占う」というのは少年の推理ではなく、占った先の結果の話か,170
163,1.0,役割分担というわけだな,170
164,1.0,現時点では性格要素として見ておこうか,170
165,1.0,ただ、占い師も推理はしてほしい,170
166,1.0,結果だけではない、信じる先を見出したい,170
167,1.0,「みんなが頑張って狼を探す」が,170
168,1.0,他人事に見えて少々印象ダウンした面はある,171
169,1.0,書>>169　ふむ、初動の要素を見るならレジーナが目に留まると思ってたので、これは納得,171
170,1.0,ただ、>>148>>152を要素に取らなかった理由を聞いていいだろうか,171
171,1.0,私はこの辺りから>>167まで「わからない」と言い続けてるのに単独感を覚えて、微弱だが人要素取ったのだが,171
172,1.0,クララはこれを狼でもできる、もしくはレジーナの村狼問わない素の部分と思った,171
173,1.0,羊>>170,172
174,1.0,とりあえず占い回しきって、霊は真なり騙りなり出るの待ちかな,172
175,1.0,非霊炙りは好きじゃないし,172
176,1.0,うーん、なんだかペタが非常に狂人っぽく感じてきたよ,172
177,1.0,印象このままならペタから黒出て斑っても単純に吊りとはしたく無いかもねえ,172
178,1.0,もちろん僕なりに狼探しはするけど、みんな初日の印象の狼探しにそんなに自信があるの,173
179,1.0,みんな前世では4dで終わらせてるの,173
180,1.0,占投票、占結果、霊結果は待てないの,173
181,1.0,そんなに焦らなくても占霊の答えあわせですぐに色々わかるじゃん,173
182,1.0,それとも答え合わせされると何か困るの,173
183,1.0,今占師の真贋知りたいのは村以上に狼だと思うよ,174
184,1.0,(もちろん2占は真狂以外にも真狼も狼狼も狼狂とか村騙りまで含めると色々あるのわかってるからいちいち突っ込まないでね),174
185,1.0,村は占真贋判らないままでも、とりあえず2人に占わせれば色々情報出るけど、狼にとってはその前になんとかしたいと考えるかもしれないからね,174
186,1.0,てことは占が真狼の場合は狼は占師に絡む必要ないけど、真狂の場合は狼は占師に絡みそうだね,174
187,1.0,おはよーう,175
188,1.0,あるぇ、三人来てないじゃん,175
189,1.0,んー、ペタ、なんでそんな敵意丸出しなん,175
190,1.0,と,175
191,1.0,もちけつ,175
192,1.0,まぁ、個人的にはそういうところはちょっと真に見えないかなあ,175
193,1.0,占ってさあ、なんていうのかな、「村が一番期待をかける先」なんだよ,175
194,1.0,だから、どうしても見る目が厳しくなる,175
195,1.0,占経験者ならより一層,175
196,1.0,それを踏まえて言うと、占って推理関係なしに色暴けるじゃん,175
197,1.0,だからこそ、それをどう活かすかっていう意識が出る,175
198,1.0,その意識がちょっと、「僕が狼を占うよ,176
199,1.0,」って発言とそのあととで下がったように見えるから他人事っていわれてるんだしょ,176
200,1.0,あとなんかなー,176
201,1.0,発言ごとの強弱が極端だよね,176
202,1.0,背伸びしてる感じがする,176
203,1.0,勿論、真が偽視されたっていいことないからある程度の弁明は必要だと思うケド、イコールで村を敵に見ろってわけでもない,176
204,1.0,まぁ、ペタ真なら能力で報いてくれ,176
205,1.0,さて、自宅警備員はお布団警備してくる,176
206,1.0,また昼か夜にでも,176
207,1.0,確かにペタが真っぽくないって言われてる部分に納得はするが、それにしたってなんか色々前のめりじゃねぇ,177
208,1.0,ってのが夜明け回りみてからの感想,177
209,1.0,能力者の第一声が重要なのって分かるけどな,177
210,1.0,特にレジーナ,177
211,1.0,>>167で対抗強そうって言ってるけど、,177
212,1.0,宿★まだクララもろくに話してないけどどこらへんでそう思ったのよ,177
213,1.0,超,178
214,1.0,寝,178
215,1.0,て,178
216,1.0,た,178
217,1.0,お米食って熱くなれよ,178
218,1.0,ポテサラ屋さんの朝は早い,179
219,1.0,5時に起きて作りはじめねーといけねぇんだ,179
220,1.0,時間の都合で、今日からは小人さんが用意してくれました,179
221,1.0,【非占】だけ置いて華麗に離脱,179
222,1.0,でも、霊隠してもただの狼の逃げ道じゃね,179
223,1.0,回避めんどｒｙの【非霊】,179
224,1.0,ねる,179
225,1.0,おはよう、ちょー眠い,180
226,1.0,☆者>>177,180
227,1.0,見えてたとこ全部かな,180
228,1.0,何て言うか、隙が無い感じ,180
229,1.0,寝てますた,181
230,1.0,ごめんチャイ,181
231,1.0,ログざっと読み,181
232,1.0,【ペタ・クララの占CO確認】,181
233,1.0,【非占・非霊】,181
234,1.0,無記名投票だから霊潜伏とかきついデショ,181
235,1.0,信者会得のタメ、ガンバッテキマスー,181
236,1.0,昼来れるかも,181
237,1.0,人狼なんているのかなぁ,182
238,1.0,ペタについてはヨアヒムに同感だなー,182
239,1.0,占いって考察が進まない人の色を見れるのがいいと占い師が思うと思うけど、年>>168にはそういう意識があんまり見えないかな,182
240,1.0,レジはぱっそょんな感じなの,182
241,1.0,★>>180具体的に発言を拾ってみる事はできる,182
242,1.0,それからディーターはペタ偽の流れに一旦待ったをかけてる点でバランサーみたいな印象で、ヨアリナは村なら怪しい人をどんどん突っついてくれる矛みたいな感じ,183
243,1.0,ヨアリナ（特にヨア）は村なら武器だからはじめの方に占ったりしたくないの,183
244,1.0,後々困る前に、って人がいたらまた考える,183
245,1.0,オットーは寝てばっかのパン屋（お米屋,183
246,1.0,）さんだから占っても良い,183
247,1.0,レジは疑問を素直に出すタイプに思えて白くなっていくのかなー,184
248,1.0,分かんないけど私としては村印象なの,184
249,1.0,素直狼って一番難しいと思うから占い候補としてはありだと思う,184
250,1.0,ニコラスはいい感じに突っ込んでるなあ,184
251,1.0,リアルタイムの感想として自然で共感高い,184
252,1.0,でも共感なんて当てにならないので顔を隠してる旅人は占って良い,184
253,1.0,★>>165は懸念残した方がいいと思ったけどとりあえずまわしちまったぜ,184
254,1.0,ってこと,184
255,1.0,宿>>180,185
256,1.0,んー,185
257,1.0,返答になってないよな,185
258,1.0,それ,185
259,1.0,★例えばどこの部分が特に隙がないと思ったのかとか,185
260,1.0,具体例あるか,185
261,1.0,なかったらなかったでそれでもいい,185
262,1.0,リザが俺への雑感で言ってるけど、夜明け直後のペタ偽の流れが若干気になったんだよな,185
263,1.0,レジーナは喉の割き方とか狼だったら気ぃ使うかなーとか、全体的に単独感あって村っぽいとは思ってるんだが、上記の件でちょっと引っ掛かるんだよな,185
264,1.0,遅れてすまぬだ,186
265,1.0,今から読み返すでござる,186
266,1.0,そして大事なことをば,187
267,1.0,おら【真っ当な占い師】でござるよ,187
268,1.0,遅れてきたおかげで分かったけど、,187
269,1.0,ペーターさんとクララさんには疑いの念を持たざるを得ないんだな,187
270,1.0,本当に村人さんならおらに任せてほしいだよ,187
271,1.0,■1.任せるだ,188
272,1.0,■2.俺はCOしたが、どちらでもよいと思う,188
273,1.0,いずれわかるさ,188
274,1.0,■3.どちらでもよいだよ,188
275,1.0,■4.みんなで決めてくれー,188
276,1.0,【樵の占いCO確認】,189
277,1.0,占い3COね,189
278,1.0,私に対する議論が無駄になりそうなんで、取り急ぎ【霊CO】しとくわね,189
279,1.0,３COってのは2人は狼側確定と考えてよいわけだな,190
280,1.0,おらはなんでも答えてやるだ,190
281,1.0,夜は酒飲んでるけど気にすんなや,190
282,1.0,３−１了解なの,191
283,1.0,★樵>>187村の占騙りはあること前提なの,191
284,1.0,むむむ,191
285,1.0,あと、いずれ分かるじゃ灰としては全然安心できないの・・・,191
286,1.0,☆リーザちゃん,192
287,1.0,おらはその2人は狼だと思っているだ,192
288,1.0,いずれわかるではおらの命も長くないだろうからこっちも困るんだな…,192
289,1.0,その2人のどちらかを占ってみればわかるのか,192
290,1.0,でも2人とも自分で白と言えばわからんしなぁ,192
291,1.0,どうすっぺ,192
292,1.0,【トーマスの占CO確認】,193
293,1.0,樵>>187　「疑いの念を持たざるを得ない」か,193
294,1.0,確定的な人外を発見した視点にはあまり見えないのだが,193
295,1.0,それか「本当に村人さんなら」村騙りを疑っているのか,193
296,1.0,……と思ったら>>190か,193
297,1.0,>>187→>>190の間に視点がぐらっと揺れた感覚を覚えた,193
298,1.0,そして、レジーナが霊COか,193
299,1.0,【非霊】,193
300,1.0,ふむ……レジーナの先の返答に対して思ったことがあるが、非確定なら述べよう,193
301,1.0,ペーターだが、予想より反動が強かったな,194
302,1.0,青年の>>175>>176が綺麗に説明してくれた感,194
303,1.0,特に「背伸び感」はしっくり来た,194
304,1.0,まだこれからだが、現在好印象,194
305,1.0,年>>173　「占霊の答え合わせで」とあるが、それができない可能性も十分ある,194
306,1.0,だからこそ、今この時も要素として取りたい,194
307,1.0,ただ、クララもほんの少しだがひりつくような感覚を覚えた,194
308,1.0,クララ、貴女は占が嫌いとか、そういった感覚はあるか,194
309,1.0,>>187も>>190も同じことを言ってるつもりだがな,195
310,1.0,悪いがおらはその2人を人外断定しているだ,195
311,1.0,2人ともいろいろ話してくれずはずだべ,195
312,1.0,☆>>192ありがと,196
313,1.0,それを踏まえて>>187下二段の説明をお願い,196
314,1.0,あの文面だと狼の視点漏れにしか見えないから,196
315,1.0,占い師は相互占いは基本的にやらないよ,196
316,1.0,有効な場面ってあるのかな,196
317,1.0,もしかしたらあるかもしれないけど私には分かんないや,196
318,1.0,灰を占って後は自分が真ってみんなを説得するしかないと思うよ,196
319,1.0,二人が色々話すって言ってるが、トマが真視を集めることでそれは証明されるもんじゃねーのか,197
320,1.0,お前真なんだろ,197
321,1.0,違うのか,197
322,1.0,とか言いつつ【トマの占いＣＯ確認】【レジーナの霊ＣＯ確認した】,197
323,1.0,因みに俺は【幽霊とか見えたことないな】,197
324,1.0,☆>>196リーザちゃん,198
325,1.0,んだべな,198
326,1.0,おらは自分のことを頑張らねばならねえな,198
327,1.0,>>187のは,198
328,1.0,「（どうせあんたらは狼だろうけど）もし村人として占い師を騙るつもりなら撤回してもいいだよ」,198
329,1.0,と言いたかっただけだ,198
330,1.0,おらが占い師なのは当然とする立場での話だな,198
331,1.0,深い意味はねぇ,198
332,1.0,さてどうすっぺ,198
333,1.0,あー……>>187は一応真でも解釈できなくはない、のか,199
334,1.0,　あまり心情的に納得はいかんが,199
335,1.0,まあ妙>>196への反応待ちだ,199
336,1.0,ただ「疑わざるをえない」はやはり真視点としては微妙,199
337,1.0,全く繋がらないわけではないが……,199
338,1.0,んー……トーマスは疑い合い、嫌いだったりするか,199
339,1.0,もう一つ,199
340,1.0,狂人が騙っているという線は見ていない,199
341,1.0,相互占いは私も有効なパターンは思いつかないな,199
342,1.0,離席する,199
343,1.0,@12,199
344,1.0,こんにちわデスヨ,200
345,1.0,昼まっから神の血を飲んで良い気分になってるロクデ……Σ（ﾟ∇ﾟ|||)はっ,200
346,1.0,………可愛いフリーデルさん参上ですよ,200
347,1.0,>>192,200
348,1.0,トマ,200
349,1.0,で酔いが醒めましたワヨ,200
350,1.0,その２人が狼って…,200
351,1.0,トマさん占師に狼２匹が騙りに回ってると思ってるのデスカ,200
352,1.0,レジの【霊CO確認】,200
353,1.0,占3COだからレジ確定しそうデスネ,200
354,1.0,確定したらまとめヨロシク,200
355,1.0,議題答えておこうカシラー,201
356,1.0,■1.確霊＞確白＞多数決,201
357,1.0,■2.FO希望です,201
358,1.0,■3.能力者さんにお任せデスネ,201
359,1.0,■4.占い師の面子が濃いの集まってるのでセッカクだから自由占シタイデス,201
360,1.0,>>191　リザ,201
361,1.0,リザちゃん,201
362,1.0,非霊COしてる,201
363,1.0,あと３−１了解なの,201
364,1.0,またしばらくコレないデス,201
365,1.0,☆>>200,202
366,1.0,おはようごぜえますだ,202
367,1.0,狼2人は誤解があるな、すまん,202
368,1.0,狼1人、狂人1人の計2人（匹,202
369,1.0,）ってことだ,202
370,1.0,狼陣営２ってことだな,202
371,1.0,おらはペーターとクララが怪しいと思ってるし、いろいろ疑うのは必要だと思うが、何でもかんでも疑ってかかるのはなんだかややこしくなるだけだわな,202
372,1.0,自分の考えをすぱっというのがおら好きだや,202
373,1.0,そういう世界と言えばそれまでだがな…,202
374,1.0,──ふぅ、ごきげんよう,203
375,1.0,お昼休み短いから薄い箱でざっと議事録読んでくるわ,203
376,1.0,おらが疑われて喜ぶのは狼だけだべさ,204
377,1.0,村人さんたちは、3人のうち正しいと思う占い師を全力でサポートするべきだと思うだよ,204
378,1.0,腹減った、ご飯食うべ,204
379,1.0,ぽっぽー,205
380,1.0,【非霊】だにょりん,205
381,1.0,トーマスにしばがとまらない,205
382,1.0,わらわら,205
383,1.0,なんてぇか、トマあんま経験無いだろ,205
384,1.0,肩の力抜けよ,205
385,1.0,「人狼騒動が起きた村の村人」っていうＲＰを背負おうとして背負われてる感じ,205
386,1.0,視点が混在してる,205
387,1.0,あとリズがすごい僕を買い被ってて震えた,205
388,1.0,僕、白取りのが得意なのよう,205
389,1.0,しかもスロースターターなのよー,205
390,1.0,リナは確かに矛になるだろね,205
391,1.0,僕はせいぜい爪楊枝かな,205
392,1.0,ちくっとするぜ,205
393,1.0,取り急ぎ、俺は【幽霊なんて見えない】ぜー, ._ 　　（ ・ω・） 　　○=｛=｝〇
394,1.0,出来る事と言ったら芝を生やす事ぐれぇだし, ._ 　　（ ・ω・） 　　○=｛=｝〇
395,1.0,・・・ヨアヒムが生やした芝は刈ってくぜー, ._ 　　（ ・ω・） 　　○=｛=｝〇
396,1.0,　　　, ._ 　　（ ・ω・） 　　○=｛=｝〇
397,1.0,_, ._ 　　（ ・ω・） 　　○=｛=｝〇
398,1.0,無理に遠回しに言わなくていいじゃーん,207
399,1.0,トマ視点、クララもペタも偽だし、狼側だし、確定で「敵」なんだからさー,207
400,1.0,それを変にオブラートに包もうとするから歪むんだよ,207
401,1.0,まあ超減点スタートなのは否めないけどねー,207
402,1.0,占視点が物凄い勢いで回転してんだもんよ,207
403,1.0,目ぇまわる,207
404,1.0,因みに、ペタは視点はあるけど意識が強弱かかってんのね,207
405,1.0,クララは特筆すべきとこないかなー,207
406,1.0,まだあんま印象にないかんじー,207
407,1.0,布団恋しー,207
408,1.0,ヨアヒムさん,208
409,1.0,視点が混在するのはいかんことだべか,208
410,1.0,おら田舎者でよくわかんねえんだ,208
411,1.0,【トーマスの対抗確認】【レジーナの霊ＣＯ】確認,209
412,1.0,レジさんは確定したらまとめお願い,209
413,1.0,ＣＯ回しへの神経質なくらいのこだわりは霊の目線だったっぽいね,209
414,1.0,☆羊>>194　私は占い候補に厳しくて、決め打ち上等派だからね,209
415,1.0,占狩ラインが機能すれば村はめったに負けないっていう思いもあって、確かに緊張感あって硬くなってるかも知れない,209
416,1.0,占が嫌いってことはないよ,209
417,1.0,注目されるのもまた一興,209
418,1.0,トマ＞うん、一貫性の無さでマイナスだわな,210
419,1.0,例えばね,210
420,1.0,トマを例に出すと、クララ・ペタは狼陣営,210
421,1.0,これは確定,210
422,1.0,なぜなら、自分は何者か,210
423,1.0,ってのは、揺らぐことのない確定情報だ,210
424,1.0,村がどんな判断を下そうが、君視点ではトーマスは真占い師,210
425,1.0,でも、君の発言はこの前提が、前置きなしに吹っ飛ぶんだよ,210
426,1.0,仮初めの話をするのでもなく、いきなり客観視点が入る,210
427,1.0,自分の話をしてるのに,210
428,1.0,それもひとつの発言の中でね,210
429,1.0,【私は幽霊見えないのです】,211
430,1.0,>>201ぁぅ,211
431,1.0,3−2もあるよってこと,211
432,1.0,あんまり頭になかった,211
433,1.0,樵>>198あー・・・分かんなくなっちゃった,211
434,1.0,無警戒な真の可能性,211
435,1.0,少なくともトマ真には傾いてないので真なら気合入れるのよ,211
436,1.0,青>>205（ヨアヒムがサボろうとしてる,211
437,1.0,いけないんだ）,211
438,1.0,ヨアヒムのスロースターターは急速150kmから始まるってお父さんが言ってた,211
439,1.0,★トマの事どう思う,211
440,1.0,んで、新しく生やしとく,212
441,1.0,wwwwwwww,212
442,1.0,トーマスが余り経験が無いっていう考えなのは同意だし>>205と言えるのは混乱を招くのを防ぐ様に見えて,212
443,1.0,好印象だな,212
444,1.0,ただ、RPを背負おうとして〜は、>>198では村騙りの懸念を木こりの旦那はしてんだよな,212
445,1.0,・・・RPだけのせいなのか,212
446,1.0,一先ず、その良く分かんないの木こりの旦那には止めて欲しい,212
447,1.0,妙>>184☆いや占候補の書はそういう懸念残した方が良いだろうっ,212
448,1.0,だから肩の力抜けよっていってるんよー,213
449,1.0,疑われようが何しようが、占い師を名乗るなら胸を張れ,213
450,1.0,お前がお前を信用せんでどーすると,213
451,1.0,あふん,213
452,1.0,喉ぐぁー,213
453,1.0,ま、能力で報いてくれぃ,213
454,1.0,色々言ったケド、ちゃんとすべてを踏まえて僕は平等に見るよん,213
455,1.0,あと、トマはもーちょい喉大事にな,213
456,1.0,リズ＞なんて無責任なこというとーちゃんだ,213
457,1.0,トマなー,213
458,1.0,独りワルツって哀しくね,213
459,1.0,みたいな,213
460,1.0,これ真偽問わず村のサポ要る,213
461,1.0,主に真ケア,213
462,1.0,すまんな、おらよぐわかんねっていつも言われるんだ,214
463,1.0,がんばるだよ,214
464,1.0,旅>>206,215
465,1.0,んー,215
466,1.0,無いぞ,215
467,1.0,普通にその間は覗いてなかっただけだ,215
468,1.0,パン屋とシスターの非霊のこと言ってるなら、トーマスの占いＣＯ回り待ちだっただけだ,215
469,1.0,とりあえず占3COとレジの霊CO確認　私は【非霊】,216
470,1.0,パッと見とりあえずペタが黒視されているようね・・・,216
471,1.0,でも、ペタが短時間でCOしたことから独断で騙りをしていると見られる点、その後の周りからの刺しに対するはっちゃけっぷりからすると狂＞＞真＞狼かしら,216
472,1.0,でも、印象ならまず真には見えないかな,216
473,1.0,もう少し議事を詳しく読みたいわ・・・,216
474,1.0,ともかく、ペタは真ならもう少し落ち着きなさい,216
475,1.0,て事、回した事とは別な（早めに回したのは狼に相談時間与えたく無い）,217
476,1.0,あと、俺は全然妙に共感出来ねーんだが・・・,217
477,1.0,俺に同意なら直ぐにCOするだろうし夜明けは直ぐに居なくなっちまうし,217
478,1.0,★何処に共感・どの突込みが良い感じだと思ったんだ,217
479,1.0,リアルタイムで居た俺としては初動は遅かったな,217
480,1.0,白取れる奴は女将ぐれぇだったが霊か、確定するよなー,217
481,1.0,羊が夜明け前に居たのに遅くね,217
482,1.0,と思ったんだが気にするだけに止めとく,217
483,1.0,あ、ニコ,218
484,1.0,あとリズ宛追加,218
485,1.0,トマ、多分これ実体験に基づいた発言じゃないよ,218
486,1.0,知識として村騙りの存在を知ってはいるけど、実際に体験したわけではない,218
487,1.0,あったとしても、精々一度きり,218
488,1.0,借り物だと思う,218
489,1.0,そういう発言をした占い師を見たか、文献を読んだ,218
490,1.0,慣れてない以前に、そこに熱がないんだ,218
491,1.0,何が怖いとか、面倒だとか無しに、テンプレとして村騙りなら撤回しろといってる,218
492,1.0,多分ね,218
493,1.0,それ込で見てやってちょ,218
494,1.0,リナちゃんは性格要素を対話で消化した上で、なお残る村／狼特有の感情の現れかたみたいのを読み取っていくタイプなのかな,219
495,1.0,★羊　合ってる,219
496,1.0,一見黒要素、偽要素に見えそうな発言を性格分析を通してもなお黒いのかどうか、判断を慎重にしていきたいように見える,219
497,1.0,潤滑油的な働きをしようと動いてる点はすなおに微白いと思えるし、狼ならＳＧつくりに困りそうなタイプ,219
498,1.0,ここは今日は占不要でいいように思う,219
499,1.0,>>218おおお、それは多分そのとおりなんだと思う,220
500,1.0,なんとなく話が食い違ってるような感じがしたから,220
501,1.0,☆旅>>217,220
502,1.0,>>165の一番下とか,220
503,1.0,それから夜明け後すぐ発言するべきだ,220
504,1.0,とか霊COは滞りなく回すべきだ,220
505,1.0,っていうのはそこまで重要性を見いだせないかなー,220
506,1.0,狼の相談時間って言っても、んー,220
507,1.0,って感じなの,220
508,1.0,あと、トマスがボロをだしたようだけれど周りもその一点だけに熱くなりすぎだと思う,221
509,1.0,私は　ペタ狂　クラ狼　遅らせトマス真の視点でも注視していくことにする,221
510,1.0,でも、灰も含めて帰ってきてからもう一度詳しい考察をしたいわ,221
511,1.0,ざっと読みで深入りしすぎちゃった、ごめんなさい,221
512,1.0,青>>>218,222
513,1.0,其処まで分かるもん,222
514,1.0,ニートじゃなくてエスパーなの,222
